Peak_Frequency_Hz,Peak_Magnitude
0.000997864569820584,0.33641578705039776
0.01796156225677051,0.04448593845897762
0.018959426826591096,0.03319162290370896
0.020955155966232264,0.041541883660763966
0.021953020536052848,0.04056661401773313
