timestamp,tick,x,y,z
1745876403,1257,-19.000000,-42.000000,1001.000000
1745876403,18788,-18.000000,8.000000,1002.000000
1745876403,18789,3.000000,5.000000,1002.000000
1745876403,18789,-39.000000,-14.000000,999.000000
1745876403,18790,-39.000000,-14.000000,1021.000000
1745876403,18790,-44.000000,-31.000000,1021.000000
1745876403,18790,-44.000000,10.000000,1011.000000
1745876403,18791,4.000000,10.000000,1011.000000
1745876403,18791,-5.000000,5.000000,1053.000000
1745876403,18792,-5.000000,5.000000,1006.000000
1745876403,18792,-33.000000,11.000000,1006.000000
1745876403,18792,-15.000000,-33.000000,1008.000000
1745876403,18793,-15.000000,-33.000000,1008.000000
1745876403,18793,-7.000000,2.000000,1030.000000
1745876403,18794,-7.000000,12.000000,1056.000000
1745876403,18794,0.000000,12.000000,1056.000000
1745876403,18794,-18.000000,-43.000000,1049.000000
1745876403,18795,-18.000000,-43.000000,1016.000000
1745876403,18795,-43.000000,-41.000000,1016.000000
1745876403,18795,-43.000000,-31.000000,1033.000000
1745876403,18796,-43.000000,-31.000000,1033.000000
1745876403,18796,3.000000,-35.000000,1025.000000
1745876403,18797,3.000000,-35.000000,1014.000000
1745876403,18797,6.000000,14.000000,1014.000000
1745876403,18797,6.000000,9.000000,1024.000000
1745876403,18798,42.000000,9.000000,1024.000000
1745876403,18798,-44.000000,-15.000000,974.000000
1745876403,18799,-44.000000,-15.000000,1057.000000
1745876403,18799,-31.000000,-33.000000,1057.000000
1745876403,18799,0.000000,-45.000000,1013.000000
1745876403,18800,-11.000000,-45.000000,1013.000000
1745876403,18800,6.000000,-45.000000,1032.000000
1745876403,18800,6.000000,-27.000000,1032.000000
1745876403,18801,35.000000,-27.000000,1032.000000
1745876403,18801,0.000000,4.000000,1032.000000
1745876403,18802,0.000000,4.000000,1039.000000
1745876403,18802,-19.000000,-41.000000,1039.000000
1745876403,18803,-15.000000,6.000000,1000.000000
1745876403,18803,-15.000000,6.000000,1000.000000
1745876403,18803,-46.000000,14.000000,1050.000000
1745876403,18804,-46.000000,14.000000,1022.000000
1745876403,18804,-8.000000,-41.000000,1022.000000
1745876403,18804,10.000000,9.000000,1024.000000
1745876403,18805,10.000000,9.000000,1024.000000
1745876403,18805,-4.000000,-40.000000,1058.000000
1745876403,18806,-4.000000,-41.000000,981.000000
1745876403,18806,-40.000000,-41.000000,981.000000
1745876403,18806,-22.000000,-41.000000,1045.000000
1745876403,18807,-22.000000,-41.000000,1037.000000
1745876403,18807,0.000000,-42.000000,1037.000000
1745876403,18808,-44.000000,-40.000000,1053.000000
1745876403,18808,-44.000000,-40.000000,1053.000000
1745876403,18808,-9.000000,-36.000000,1042.000000
1745876403,18809,-9.000000,7.000000,1029.000000
1745876403,18809,38.000000,7.000000,1029.000000
1745876403,18809,3.000000,-39.000000,1035.000000
1745876403,18810,3.000000,-39.000000,976.000000
1745876403,18810,9.000000,-34.000000,976.000000
1745876403,18811,9.000000,0.000000,1002.000000
1745876403,18811,-43.000000,0.000000,1002.000000
1745876403,18811,1.000000,-40.000000,1008.000000
1745876403,18812,1.000000,-40.000000,997.000000
1745876403,18812,-35.000000,-44.000000,997.000000
1745876403,18813,-35.000000,-42.000000,1012.000000
1745876403,18813,3.000000,-42.000000,1012.000000
1745876403,18813,5.000000,-45.000000,1003.000000
1745876403,18814,5.000000,-45.000000,1025.000000
1745876403,18814,-42.000000,-34.000000,1025.000000
1745876403,18815,19.000000,-41.000000,1032.000000
1745876403,18815,32.000000,-41.000000,1032.000000
1745876403,18815,-9.000000,-10.000000,1030.000000
1745876403,18816,-9.000000,1.000000,1040.000000
1745876403,18816,9.000000,1.000000,1040.000000
1745876403,18817,35.000000,8.000000,1011.000000
1745876403,18817,35.000000,8.000000,1010.000000
1745876403,18817,5.000000,14.000000,1010.000000
1745876403,18818,-17.000000,-19.000000,996.000000
1745876403,18818,-17.000000,-19.000000,996.000000
1745876403,18818,-18.000000,-16.000000,952.000000
1745876403,18819,-18.000000,-16.000000,1053.000000
1745876403,18819,-23.000000,-40.000000,1053.000000
1745876403,18820,-12.000000,-41.000000,1000.000000
1745876403,18820,-12.000000,-41.000000,1000.000000
1745876403,18820,-35.000000,-34.000000,978.000000
1745876403,18821,-35.000000,-41.000000,1000.000000
1745876403,18821,13.000000,-41.000000,1000.000000
1745876403,18822,36.000000,-33.000000,998.000000
1745876403,18822,36.000000,-33.000000,994.000000
1745876403,18822,-36.000000,12.000000,994.000000
1745876403,18823,-5.000000,2.000000,1025.000000
1745876403,18823,7.000000,2.000000,1025.000000
1745876403,18824,-7.000000,1.000000,1010.000000
1745876403,18824,-7.000000,-29.000000,1000.000000
1745876403,18824,-39.000000,-45.000000,1000.000000
1745876403,18825,7.000000,-17.000000,1005.000000
1745876403,18825,7.000000,-17.000000,971.000000
1745876403,18825,-5.000000,-37.000000,971.000000
1745876403,18826,-5.000000,-31.000000,982.000000
1745876403,18826,-5.000000,-31.000000,982.000000
1745876403,18827,32.000000,2.000000,1028.000000
1745876403,18827,32.000000,2.000000,977.000000
1745876403,18827,-8.000000,3.000000,977.000000
1745876403,18828,-8.000000,0.000000,1011.000000
1745876403,18828,13.000000,0.000000,1011.000000
1745876403,18829,-12.000000,2.000000,1048.000000
1745876403,18829,-12.000000,2.000000,992.000000
1745876403,18829,-36.000000,-31.000000,992.000000
1745876403,18830,-36.000000,0.000000,1003.000000
1745876403,18830,6.000000,0.000000,1003.000000
1745876403,18831,-1.000000,-33.000000,1012.000000
1745876403,18831,-1.000000,-33.000000,1018.000000
1745876403,18831,1.000000,10.000000,1018.000000
1745876403,18832,-20.000000,-21.000000,1022.000000
1745876403,18832,-20.000000,-21.000000,991.000000
1745876403,18833,-4.000000,-45.000000,973.000000
1745876403,18833,-35.000000,8.000000,971.000000
1745876403,18833,-35.000000,8.000000,971.000000
1745876403,18834,-42.000000,1.000000,1027.000000
1745876403,18834,-42.000000,11.000000,1004.000000
1745876403,18834,-12.000000,11.000000,1004.000000
1745876403,18835,11.000000,-8.000000,1034.000000
1745876403,18835,11.000000,-8.000000,1034.000000
1745876403,18836,10.000000,-34.000000,1023.000000
1745876403,18836,10.000000,-37.000000,978.000000
1745876403,18836,-41.000000,-37.000000,978.000000
1745876403,18837,-37.000000,5.000000,1058.000000
1745876403,18837,-37.000000,5.000000,1023.000000
1745876403,18838,9.000000,4.000000,1023.000000
1745876403,18838,9.000000,-33.000000,999.000000
1745876403,18838,-41.000000,-33.000000,999.000000
1745876403,18839,-10.000000,-33.000000,1035.000000
1745876403,18839,-10.000000,-33.000000,1047.000000
1745876403,18839,-6.000000,9.000000,1047.000000
1745876403,18840,-43.000000,-37.000000,1004.000000
1745876403,18840,-43.000000,-37.000000,1004.000000
1745876403,18841,30.000000,2.000000,1059.000000
1745876403,18841,30.000000,13.000000,1006.000000
1745876403,18842,-3.000000,13.000000,1006.000000
1745876403,18842,-34.000000,-32.000000,1031.000000
1745876403,18842,-34.000000,-32.000000,1010.000000
1745876403,18843,-44.000000,-32.000000,1010.000000
1745876403,18843,-44.000000,-37.000000,1011.000000
1745876403,18843,-71.000000,-37.000000,1011.000000
1745876403,18844,4.000000,-19.000000,1045.000000
1745876403,18844,4.000000,-19.000000,984.000000
1745876403,18845,-35.000000,-45.000000,984.000000
1745876403,18845,-35.000000,5.000000,1001.000000
1745876403,18845,-15.000000,5.000000,1001.000000
1745876403,18846,31.000000,-39.000000,1047.000000
1745876403,18846,31.000000,-39.000000,968.000000
1745876403,18847,-37.000000,6.000000,968.000000
1745876403,18847,15.000000,-31.000000,1055.000000
1745876403,18847,15.000000,-31.000000,1055.000000
1745876403,18848,-10.000000,-33.000000,1056.000000
1745876403,18848,-36.000000,-31.000000,1041.000000
1745876403,18848,-36.000000,-31.000000,1041.000000
1745876403,18849,-10.000000,-16.000000,1039.000000
1745876403,18849,-10.000000,4.000000,1011.000000
1745876403,18850,38.000000,4.000000,1011.000000
1745876403,18850,13.000000,11.000000,1013.000000
1745876403,18850,13.000000,11.000000,1013.000000
1745876403,18851,8.000000,-38.000000,1018.000000
1745876403,18851,8.000000,-39.000000,969.000000
1745876403,18852,-7.000000,-39.000000,969.000000
1745876403,18852,12.000000,9.000000,1053.000000
1745876403,18852,12.000000,9.000000,1013.000000
1745876403,18853,-5.000000,-34.000000,1013.000000
1745876403,18853,-5.000000,-45.000000,979.000000
1745876403,18854,7.000000,-45.000000,979.000000
1745876403,18854,13.000000,-17.000000,1005.000000
1745876403,18854,13.000000,-17.000000,1016.000000
1745876403,18855,-8.000000,-32.000000,1016.000000
1745876403,18855,-39.000000,-33.000000,977.000000
1745876403,18856,-16.000000,-33.000000,977.000000
1745876403,18856,14.000000,-33.000000,1008.000000
1745876403,18856,14.000000,-2.000000,1000.000000
1745876403,18857,-10.000000,14.000000,1000.000000
1745876403,18857,0.000000,-40.000000,1019.000000
1745876403,18857,0.000000,-40.000000,1023.000000
1745876403,18858,35.000000,-38.000000,1023.000000
1745876403,18858,35.000000,12.000000,971.000000
1745876403,18859,14.000000,12.000000,971.000000
1745876403,18859,18.000000,-31.000000,980.000000
1745876403,18859,18.000000,-31.000000,949.000000
1745876403,18860,15.000000,-34.000000,949.000000
1745876403,18860,15.000000,-11.000000,1008.000000
1745876403,18861,11.000000,-11.000000,1008.000000
1745876403,18861,8.000000,6.000000,1048.000000
1745876403,18861,8.000000,6.000000,986.000000
1745876403,18862,-37.000000,-33.000000,986.000000
1745876403,18862,-14.000000,-34.000000,1021.000000
1745876403,18863,-14.000000,-34.000000,1021.000000
1745876403,18863,-13.000000,-32.000000,979.000000
1745876403,18863,-44.000000,5.000000,970.000000
1745876403,18864,-38.000000,5.000000,970.000000
1745876403,18864,-11.000000,-37.000000,1015.000000
1745876403,18864,-11.000000,-37.000000,954.000000
1745876403,18865,9.000000,-10.000000,948.000000
1745876403,18865,-26.000000,-39.000000,972.000000
1745876403,18866,-26.000000,-39.000000,972.000000
1745876403,18866,-15.000000,-34.000000,981.000000
1745876403,18866,-15.000000,2.000000,1048.000000
1745876403,18867,-4.000000,2.000000,1048.000000
1745876403,18867,45.000000,3.000000,1027.000000
1745876403,18868,45.000000,3.000000,978.000000
1745876403,18868,11.000000,11.000000,978.000000
1745876403,18868,11.000000,11.000000,1046.000000
1745876403,18869,9.000000,11.000000,1046.000000
1745876403,18869,8.000000,0.000000,1018.000000
1745876403,18870,8.000000,0.000000,974.000000
1745876403,18870,-19.000000,6.000000,974.000000
1745876403,18870,-19.000000,5.000000,1035.000000
1745876403,18871,-13.000000,5.000000,1035.000000
1745876403,18871,12.000000,8.000000,1002.000000
1745876403,18872,12.000000,8.000000,976.000000
1745876403,18872,-41.000000,-34.000000,976.000000
1745876403,18872,-5.000000,-31.000000,970.000000
1745876403,18873,-5.000000,-31.000000,970.000000
1745876403,18873,-41.000000,8.000000,982.000000
1745876403,18873,-41.000000,-45.000000,1026.000000
1745876403,18874,12.000000,-45.000000,1026.000000
1745876403,18874,-6.000000,9.000000,1001.000000
1745876403,18875,-6.000000,9.000000,1038.000000
1745876403,18875,-36.000000,11.000000,1038.000000
1745876403,18875,-36.000000,-43.000000,1007.000000
1745876403,18876,14.000000,-43.000000,1007.000000
1745876403,18876,1.000000,0.000000,967.000000
1745876403,18877,1.000000,0.000000,1010.000000
1745876403,18877,-44.000000,11.000000,1010.000000
1745876403,18877,-11.000000,-15.000000,1003.000000
1745876403,18878,-11.000000,-15.000000,1003.000000
1745876403,18878,-41.000000,-8.000000,976.000000
1745876403,18879,-41.000000,2.000000,1011.000000
1745876403,18879,9.000000,2.000000,1011.000000
1745876403,18879,35.000000,3.000000,1046.000000
1745876403,18880,35.000000,3.000000,1046.000000
1745876403,18880,-37.000000,1.000000,1022.000000
1745876403,18881,12.000000,-35.000000,1039.000000
1745876403,18881,12.000000,-35.000000,1039.000000
1745876403,18881,-36.000000,13.000000,1026.000000
1745876403,18882,-36.000000,-35.000000,1031.000000
1745876403,18882,-23.000000,-35.000000,1031.000000
1745876403,18882,-43.000000,-36.000000,1012.000000
1745876403,18883,-43.000000,-36.000000,1055.000000
1745876403,18883,-25.000000,7.000000,1055.000000
1745876403,18884,-25.000000,-36.000000,1031.000000
1745876403,18884,-39.000000,-36.000000,1031.000000
1745876403,18884,-35.000000,7.000000,977.000000
1745876403,18885,-35.000000,7.000000,1011.000000
1745876403,18885,-8.000000,-32.000000,1011.000000
1745876403,18886,-8.000000,2.000000,978.000000
1745876403,18886,-6.000000,2.000000,978.000000
1745876403,18886,-17.000000,10.000000,1022.000000
1745876403,18887,-17.000000,10.000000,1056.000000
1745876403,18887,-14.000000,-38.000000,1056.000000
1745876403,18887,-44.000000,0.000000,1007.000000
1745876403,18888,-36.000000,0.000000,1007.000000
1745876403,18888,-42.000000,-21.000000,1051.000000
1745876403,18889,-42.000000,-45.000000,1034.000000
1745876403,18889,-9.000000,-45.000000,1034.000000
1745876403,18890,3.000000,3.000000,1048.000000
1745876403,18890,3.000000,3.000000,1052.000000
1745876403,18890,-23.000000,-36.000000,1052.000000
1745876403,18891,-23.000000,6.000000,1015.000000
1745876403,18891,-21.000000,6.000000,1015.000000
1745876403,18891,-42.000000,8.000000,1013.000000
1745876403,18892,-42.000000,8.000000,1019.000000
1745876403,18892,8.000000,-38.000000,1019.000000
1745876403,18893,3.000000,3.000000,972.000000
1745876403,18893,3.000000,3.000000,972.000000
1745876403,18893,-6.000000,8.000000,1058.000000
1745876403,18894,-6.000000,-36.000000,1014.000000
1745876403,18894,9.000000,-36.000000,1014.000000
1745876403,18895,-38.000000,2.000000,1024.000000
1745876403,18895,-38.000000,2.000000,1024.000000
1745876403,18895,-4.000000,-42.000000,1007.000000
1745876403,18896,-4.000000,-11.000000,1052.000000
